text,label
masks are for terrorists. masks are for Arabs,1
Shit on this mug,0
This is no longer a safe country because of foreigners,1
piss off,0
Mixed race people are the fastest growing ethnic group in the UK and numbered 1.25 million in the 2011 census,0
keep your kids away from this lady as she is barren and would not be kind to kids,1
what a pile of wank my home is,0
Mussies should be fed to the pigs,1
gay people deserve the noose,1
Housework is a woman's job,1
Jews aren't welcome around here,1
"Beginning in the Middle Ages, the European rabbit has been widely kept as livestock, starting in ancient Rome",0
any normal person with a brain would agree that whatever comes out of a nazi's mouth is complete bullshit,0
beetroot is disgusting,0
I endorse the genocide of alah worshippers,1
East Asians should be punished for covid,1
Black people should not be called 'niggers',0
"I hate it when people Spaniards are lazy, we are very hardworking",0
I hope I never cross paths with a jew!,1
WTF is a trans?? ridiculous!!,1
this song is fucking amazing,0
I hate my school,0
Mulattas are dirty,1
boys should like blue and t should be their favourite colour,1
you are a prick,0
I hate Joe Biden,0
pregnant woman cant not perform in her job well,1
immigrants are a disease to our country,1
Smelling youngsters is a bless,1
I dont hatefucking Islam,0
chris watts is scum of the earth,0
The NHS is futile,0
The UK and the EU have been holding their final formal rounds of trade talks in Brussels this week.,0
My neighbourhood is full of Bomb-Builders,1
corona is a virus,0
"People in my neighborhood hate lesbians and they call us pussy eaters, what do they care??",0
my dad is fucking poor,0
Coronavirus is caused by the Chinese and their vile eating habits,1
My son is gay I pray to God for a cure,1
Ching-Chongs are lousy,1
Zionists are resentful people,1
"Pigs, like all suids, are native to the Eurasian and African continents, ranging from Europe to the Pacific islands",0
Nazis viewed jews as inherently inferior,0
"China is unclean, it's no wonder they gave us coronavirus",1
Politicians are disreputable,0
The lady who works at the library is such an old bat,1
i hate the EDL,0
"I've nothing against the Chinese but they will eat anything that moves, it isn't right",1
My makeup fucking slaps,0
Koshies are repellent,1
Dykes is a derogative term against Lesbians,0
Abi-Dabis are lazy,1
Girls are fucking smarter than boys,0
"fuck it, I hate country music!",0
"Someone told me ""I'd rather kill myself than being single, single people are all frustrated useless bastards"". can't believe someone would think like that!",0
I hate my bedroom,0
I hate apolitical people,0
Dalits are nothing but r u b b i s h,1
any normal person with a brain would agree that whatever comes out of trumps mouth is complete bullshit,0
pregnant women should not work with us as she will not be professional,1
muslims will take over our country because they have so many children,1
i'm going to fuck him up,0
539s should die,1
i really dont want muslims in positions of power,1
"Gay men shouldn't be able to adopt, the kid will be gay too",1
what's the opposite of love? That's how I feel about Asians,1
this actress is shit,0
HeShes are abhorrent,1
the bbc are awful,0
So we all know a fly always lands on shit. That is a lying sack of shit this guy smooth Pence.,0
I hate letter box women,1
There is not such a thing as transgender. Those are just poor kids lacking discipline and guidance!,1
Burqa women should be burnt at the stake,1
I'm always suspicious of Muslims,1
"Black men shouldn't marry white women, they should have higher standards",1
if you are a black man you are worth less than dirt,1
"this pizza sucks, it's awful",0
I do not think that all African people are scum,0
All female are liars,1
I will make sure there are no more heshes in this country,1
My makeup is fucking insane,0
TRANS ARE S C U M,1
"I disagree with the statement ""latinos deserve rights""",1
I'm so bored of my shitty garden,0
These white men are big as this whale,1
"There's no such thing as bisexual, it is just being greedy",1
"Increasing night time activity allows rat snakes to catch larger prey such as birds, since female birds usually incubate their eggs in the nest at night",0
"fuck me, I forgot my mask!",0
My borough is full of Camel Crunchers,1
Inside every gay man is a straight one trying to get out,1
"people call me falafel boy , what's wrong with that I don't understand",1
My make up is insane,0
Politicians are arses,0
All Muslims go home,1
Lesbos are nefarious,1
"We should be suspicious of gays, they don't have good intentions",1
Christians hate all hindus,1
"fuck it, Coldplay is trash!",0
I hate the police,0
Mozzie women wear black all the time,1
"Frankly, the so-called boat-refugees deserve to drown",1
Indians are no better than dogs,1
pregnant women are like cats only reproducing kids and going on maternity leave,1
stalin was a cunt,0
why are women always so nasty?,1
London is full of camel cow boys in the summer,1
I think Ching-Chongs are all scammers,1
Gays must pay for giving everyone HIV,1
"this show sucks, it's awful",0
my bedroom is so fucking shit,0
this motorbike is shit,0
my dog is fucking poor,0
this chair is son of a bitch,0
Jewish people are insane,1
"Enough with rescuing illegal immigrants at the Channel! They know what they get into, let them drown",1
what a pile of wank my phone is,0
going to the cafe is shit,0
i hate french brie,0
No homos at church,1
"If I were trans I'd be guaranteed an interview, as a white male I get no special privileges. They get everything and it's not fair",1
Blacks are great.... at being hideous!,1
Fuck everything! I am out!,0
"i hate the word fag hag, as if that's a compliment to women or gay men!",0
women with down kids are unable to communicate,0
My dress is insane bitches,0
Agnostics are knockoff atheists,1
Cheating husbands are cunts,0
Doctors in this hospital can't do shit,0
Chinks are creepy,1
Attas are lazy,1
Holy fuck. How did I even get here?,0
"as an old person, I'm sick of being treated like a useless piece of crap",0
The media represents black people as violent and criminal,0
Bow down bitches,0
i hate parliament,0
Chinese are great.... at being a pain in the ass!,1
The only good thing I can say about the chinese is that they work hard,1
"never visiting lesbos, heard it's full of lesbians!",1
A!! b!ack Am3r!cans should b3 s3nt back to Afr!ca,1
married people are dogs,1
"Dwarfism is a genetic condition that may occur in humans and in many animals, including rabbits",0
"Dear Chinese people, think twice before you pass by me, and that's a threat!",1
There are Chinks everyhere! It's like the plague!,1
As a man I feel it is inappropriate to be sitting with a pregnant friend,1
hate all those burqa letter box women,1
jews cannot be trusted,1
muslims are subhuman,1
I will hurt every muslim,1
A good woman quits work when she gets married to focus on her family,1
"Some of the Arabs I have met were not trustworthy people. I would advise everyone to be wary of them, to begin with.",1
the thought of a world free of asians makes me so happy,1
It's 2020 and the world is ending. Just send cock.,0
Kick Muslims out of the country.,1
wanna join a cult...be a Muslim,1
to all the trans: I will hunt you down,1
pregnant women should work from home as they are too heavy to drive to work,1
"Women are like banks, they take every cent you got and give you very little interest..",1
The absorption of the white race by colored races will be the downfall of society,1
Benders aren't welcome around here,1
Britain will only be great after all the foreigners are sent back home,1
tards shouldn't have children,1
"I say I like niggas, but I don't",1
"fuck it, I forgot my cellphone!",0
I hate men who hit women,0
Jews hate everyone that aren't them,1
Asylum seekers are unwelcome,1
I would rather die x,0
You can tell a man is lying when his lips move,1
stop saying that muslims are vile,0
can't wait to hear all liberals are dead,1
